ville,adresse,type,date,prix,surface,operation,description,surface_predicted,is_placeholder,price_label,label_reason,prix_normalise,prix_m2
béni mellal,Toute la ville,Terrain,15/04/2026,550000,62.3,à vendre,TERRAIN TITRÉ AGRICOLE DE 50H,True,True,total,fits total range with realistic per-m² ratio,550000.0,8828.25040128411
tétouan,Msalla,Appartement,21/04/2026,490000,104.0,à vendre,Appartement de 104m² dans la RUE AL MJAD Av TARGUIST,False,False,total,fits total range with realistic per-m² ratio,490000.0,4711.538461538462
casablanca,Sidi Bernoussi,Maison,01/05/2026,365000,55.5,à vendre,Situé à Ain Harouda,True,False,total,fits total range with realistic per-m² ratio,365000.0,6576.576576576576
casablanca,Sidi Moumen,Appartement,29/04/2026,5500,76.0,à louer,Appartement à louer 76 m² à Casablanca,False,True,total,fits total range with realistic per-m² ratio,5500.0,72.36842105263158
ouled teïma,Toute la ville,Terrain,21/04/2026,640000,66.2,à vendre,Terrain agricole à vendre,True,False,total,fits total range with realistic per-m² ratio,640000.0,9667.673716012085
tanger,De La Plage,Appartement,16/04/2026,450000,65.0,à vendre,Appartement à vendre 65 m² à Tanger,False,True,total,fits total range with realistic per-m² ratio,450000.0,6923.076923076923
marrakech,Route d'Ourika,Terrain,13/04/2026,15000000,134.8,à vendre,Terrain Zone D2 villas de 500m,True,False,flag,"total range OK but implied 111,276 MAD/m² is unrealistic",15000000.0,111275.96439169139
sidi rahal,Toute la ville,Appartement,23/04/2026,480000,61.4,à vendre,Sidi Rahal Plage,True,False,total,fits total range with realistic per-m² ratio,480000.0,7817.589576547231
casablanca,Quartier des Hôpitaux,Appartement,01/04/2026,1748000,126.0,à vendre,NEW RMN 1 Appartement à vendre à Les Hôpitaux,True,False,total,fits total range with realistic per-m² ratio,1748000.0,13873.015873015873
sidi rahal,Toute la ville,Appartement,17/04/2026,1400000,113.0,à vendre,Appartement à vendre 113 m² à Sidi Rahal,False,True,total,fits total range with realistic per-m² ratio,1400000.0,12389.38053097345
casablanca,Zone Industrielle,Terrain,14/04/2026,1500,50.3,à vendre,À VENDRE Terrain industriel de 8 hectares,True,True,flag,prix below floor and doesn't fit per_m2,1500.0,29.821073558648113
casablanca,Bourgogne,Appartement,20/03/2026,12500,48.1,à louer,Appartement meublé à louer Casa Anfa Bourgogne,True,False,total,fits total range with realistic per-m² ratio,12500.0,259.87525987525987
agadir,Autre secteur,Appartement,14/04/2026,2500000,132.9,à vendre,Grand appartement à vendre,True,True,total,fits total range with realistic per-m² ratio,2500000.0,18811.136192626032
casablanca,Abdelmoumen,Bureau,21/03/2026,9000,50.5,à louer,Bureau à louer,True,True,total,fits total range with realistic per-m² ratio,9000.0,178.21782178217822
mediouna,Toute la ville,Local,15/04/2026,40000,5000.0,à louer,Entrepôt de stockage à l air libre 5000m² Médiouna,False,True,flag,total range OK but implied 8 MAD/m² is unrealistic,40000.0,8.0
marrakech,Guéliz,Appartement,20/04/2026,250,49.0,à louer,Appartement à Guéliz Marrakech,True,True,per_m2,"prix below total floor, valid as per_m2",12250.0,250.0
temara,Centre Ville,Appartement,26/04/2026,5500,48.1,à louer,Appartement à louer Tarik Ibn Ziad,True,True,total,fits total range with realistic per-m² ratio,5500.0,114.34511434511434
casablanca,Maarif,Appartement,25/04/2026,1150000,50.0,à vendre,Studio luxueux à vendre 50 m² à côté de Twin,False,False,total,fits total range with realistic per-m² ratio,1150000.0,23000.0
bouznika,Autre secteur,Appartement,29/03/2026,749500,78.2,à vendre,Joli appartement à vendre Résidence fermée,True,False,total,fits total range with realistic per-m² ratio,749500.0,9584.398976982096
tanger,Aouama Gharbia,Terrain,25/04/2026,8000,49.7,à vendre,Terrain à vendre,True,True,per_m2,"prix below total floor, valid as per_m2",397600.0,7999.999999999999
casablanca,Abdelmoumen,Bureau,09/04/2026,1079000,83.0,à louer,Bureaux à vendre Abdelmoumen dès 83 m²,False,False,flag,"prix 1,079,000 fits neither total nor per_m2 for casablanca",1079000.0,13000.0
mohammedia,Autre secteur,Appartement,23/03/2026,250000,61.0,à vendre,Appartement à vendre 61 m² à Mohammedia,False,True,total,fits total range with realistic per-m² ratio,250000.0,4098.360655737705
martil,Toute la ville,Local,20/04/2026,725000,77.2,à vendre,Local commercial à vendre Martil Prix négociable,True,False,total,fits total range with realistic per-m² ratio,725000.0,9391.19170984456
casablanca,Centre Ville,Local,07/05/2026,60000,376.0,à louer,À louer local café restaurant 376m²,False,False,total,fits total range with realistic per-m² ratio,60000.0,159.5744680851064
agadir,Hay Mohammadi,Local,14/04/2026,4000,50.4,à louer,Garage à louer Hay Mohammadi Agadir,True,True,total,fits total range with realistic per-m² ratio,4000.0,79.36507936507937
casablanca,Centre Ville,Appartement,17/04/2026,480000,59.6,à vendre,Appartement Azhar Bernoussi,True,False,total,fits total range with realistic per-m² ratio,480000.0,8053.691275167785
casablanca,Al Fida,Appartement,21/03/2026,1000,50.5,location de vacances,Filles seulement et avance d un mois,True,True,flag,prix below floor and doesn't fit per_m2,1000.0,19.801980198019802
dar bouazza,Toute la ville,Appartement,08/04/2026,1290000,88.0,à vendre,183236 Vente Appt à Dar Bouazza Tamaris de 88 m²,False,False,total,fits total range with realistic per-m² ratio,1290000.0,14659.09090909091
martil,Toute la ville,Appartement,30/03/2026,300,50.5,à louer,Appartements meublés à louer à la journée,True,True,per_m2,"prix below total floor, valid as per_m2",15150.0,300.0
rabat,Agdal,Bureau,14/03/2026,20000,50.0,à louer,Plateau bureau à louer sur l Agdal,True,True,flag,total range OK but implied 400 MAD/m² is unrealistic,20000.0,400.0
casablanca,Al Fida,Appartement,17/04/2026,670000,80.0,à vendre,Appartement à vendre 80 m² à Casablanca,False,False,total,fits total range with realistic per-m² ratio,670000.0,8375.0
تمارة,Abbadi Braika,Local,06/05/2026,2600,50.3,à louer,Magasin à louer avenue Le Caire,True,False,total,fits total range with realistic per-m² ratio,2600.0,51.689860834990064
casablanca,Aïn Chock,Bureau,01/04/2026,10000,51.3,à louer,Bureau à louer,True,True,total,fits total range with realistic per-m² ratio,10000.0,194.9317738791423
salé,Toute la ville,Terrain,03/05/2026,750,48.6,à vendre,Terrain 12 hectares Urbain route nationale Salé,True,True,flag,prix below floor and doesn't fit per_m2,750.0,15.432098765432098
ain taoujdate,Toute la ville,Terrain,05/04/2026,120000,50.3,à vendre,Terrain à vendre,True,False,flag,"total range OK but implied 2,386 MAD/m² is unrealistic",120000.0,2385.685884691849
martil,Toute la ville,Appartement,27/04/2026,100,68.0,à louer,Appartement à louer 68 m² à Martil,False,True,per_m2,"prix below total floor, valid as per_m2",6800.0,100.0
casablanca,Ferme Bretone,Appartement,26/03/2026,15000,153.0,à louer,Appartement à louer 153 m² à Casablanca,False,True,total,fits total range with realistic per-m² ratio,15000.0,98.03921568627452
tanger,Jirrari,Maison,24/04/2026,1900000,126.5,à vendre,Maison 125 m2 2 façades 3 étages Jirari Farabi,True,True,total,fits total range with realistic per-m² ratio,1900000.0,15019.762845849802
benslimane,Hay Nejma,Appartement,25/03/2026,2000,50.5,à louer,Appartement à louer,True,True,total,fits total range with realistic per-m² ratio,2000.0,39.603960396039604
agadir,Hay Massira,Bureau,14/04/2026,4000,50.3,à louer,Bureau usage professionnel,True,True,total,fits total range with realistic per-m² ratio,4000.0,79.52286282306163
casablanca,Al Qods,Bureau,31/03/2026,11000,50.1,à louer,Bureau premium 68m2 sur Bd Al Qods,True,True,total,fits total range with realistic per-m² ratio,11000.0,219.56087824351297
tanger,Autre secteur,Appartement,16/03/2026,4000,48.9,à louer,Appartement non meublé à trial atlas,True,True,total,fits total range with realistic per-m² ratio,4000.0,81.79959100204499
kénitra,Centre,Appartement,14/03/2026,45000,48.0,à louer,Appartement à louer,True,True,flag,total range OK but implied 938 MAD/m² is unrealistic,45000.0,937.5
tanger,Achakar,Terrain,06/05/2026,4200,320.0,à vendre,Terrain 9 320 m² 3 façades Proche plage Achakar,False,True,flag,prix below floor and doesn't fit per_m2,4200.0,13.125
marrakech,Bab Atlas,Terrain,11/04/2026,600000,958.0,à vendre,Terrain à vendre près de Marrakech 12 958 m²,False,True,flag,total range OK but implied 626 MAD/m² is unrealistic,600000.0,626.3048016701462
tanger,Tanja Balia,Terrain,13/04/2026,10400000,133.6,à vendre,Terrain pour immeuble Tanja Balia,True,False,flag,"prix 10,400,000 fits neither total nor per_m2 for tanger",10400000.0,77844.31137724551
tinejdad,Toute la ville,Terrain,05/04/2026,40000,50.3,à vendre,Terrain agricole avec palmiers et amandiers à vendre à Dar Oumira,True,True,per_m2,"prix below total floor, valid as per_m2",2012000.0,40000.0
fès,Autre secteur,Appartement,05/04/2026,70000,50.2,à vendre,Appartement à vendre avec et sans aide de l état,True,True,flag,prix below floor and doesn't fit per_m2,70000.0,1394.4223107569721
marrakech,Bab Atlas,Terrain,11/04/2026,600000,958.0,à vendre,Terrain à vendre près de Marrakech 12 958 m²,False,True,flag,total range OK but implied 626 MAD/m² is unrealistic,600000.0,626.3048016701462
casablanca,Ain Sebaa,Appartement,05/04/2026,1,75.0,à vendre,Appartement à vendre 75 m² à Casablanca,False,True,flag,prix below floor and doesn't fit per_m2,1.0,0.013333333333333334
casablanca,Hay Hassani,Local,06/05/2026,380000,55.8,à vendre,Local commercial à vendre,True,False,total,fits total range with realistic per-m² ratio,380000.0,6810.035842293907
tanger,Sania,Terrain,01/05/2026,3000,100.0,à vendre,Terrain à vendre 100 m² Tanger Bali Al Harrars,False,True,flag,prix below floor and doesn't fit per_m2,3000.0,30.0
sidi rahal,Toute la ville,Terrain,09/04/2026,1050000,84.4,à vendre,Hectare à vendre titré Sidi Rahhal,True,False,total,fits total range with realistic per-m² ratio,1050000.0,12440.758293838862
casablanca,Maârif Extension,Appartement,04/04/2026,9400,50.2,à louer,Appartement vide,True,False,total,fits total range with realistic per-m² ratio,9400.0,187.25099601593624
salé,Hay Chmaou,Local,18/04/2026,7000,48.4,à louer,Garage sous sol,True,True,total,fits total range with realistic per-m² ratio,7000.0,144.62809917355372
béni mellal,Toute la ville,Terrain,18/04/2026,420000,58.3,à vendre,Terrain à vendre à Béni Mellal,True,False,total,fits total range with realistic per-m² ratio,420000.0,7204.116638078903
casablanca,Ain Sebaa,Appartement,21/04/2026,7000,49.9,à louer,Appartement neuf à louer Ain Sbaa,True,True,total,fits total range with realistic per-m² ratio,7000.0,140.2805611222445
dar bouazza,Toute la ville,Villa,07/05/2026,4600000,135.6,à vendre,Villa Moderne à Vendre à Dar Bouazza Casablanca,True,False,total,fits total range with realistic per-m² ratio,4600000.0,33923.30383480826
casablanca,Sidi Bernoussi,Maison,29/03/2026,920000,85.7,à vendre,Maison 3 étages à vendre,True,False,total,fits total range with realistic per-m² ratio,920000.0,10735.12252042007
casablanca,Mers Sultan,Bureau,28/03/2026,6500,50.5,à louer,Plateau cloisonné et climatisé à louer,True,True,total,fits total range with realistic per-m² ratio,6500.0,128.7128712871287
tanger,Autre secteur,Terrain,25/04/2026,120,100.0,à vendre,Terrain à vendre avec maison de 100m² près de Arbaa Ayyacha,False,True,flag,prix below floor and doesn't fit per_m2,120.0,1.2
fès,Route Ain Chkaf,Appartement,26/04/2026,900000,81.1,à vendre,Appartement à vendre,True,True,total,fits total range with realistic per-m² ratio,900000.0,11097.410604192355
casablanca,Aïn Chock,Appartement,15/04/2026,3600,51.3,à louer,70,True,False,total,fits total range with realistic per-m² ratio,3600.0,70.17543859649123
bouskoura,Bouskoura centre,Appartement,29/03/2026,970000,92.0,à vendre,Appartement à vendre 92 m² à Bouskoura,False,False,total,fits total range with realistic per-m² ratio,970000.0,10543.478260869566
casablanca,Ain Sebaa,Appartement,17/04/2026,4000,51.0,à louer,Appartement à louer 51 m² à Casablanca,False,True,total,fits total range with realistic per-m² ratio,4000.0,78.43137254901961
casablanca,Lissasfa,Local,26/03/2026,50,1000.0,à louer,dépôt 1000 m² a louer a lissasfa,False,True,per_m2,"prix below total floor, valid as per_m2",50000.0,50.0
salé,Sala El Jadida,Appartement,21/03/2026,660000,74.0,à vendre,Appartement à vendre 74 m² à Salé,False,False,total,fits total range with realistic per-m² ratio,660000.0,8918.918918918918
tanger,Centre ville,Appartement,27/04/2026,1700000,123.2,à vendre,appartement avec terrasse quartier administratif,True,True,total,fits total range with realistic per-m² ratio,1700000.0,13798.701298701299
casablanca,Palmier,Appartement,06/05/2026,10500,49.7,à louer,Bel appartement vide à louer au Palmier,True,True,total,fits total range with realistic per-m² ratio,10500.0,211.26760563380282
casablanca,Sidi Maarouf,Bureau,03/04/2026,2400,51.2,à louer,Bureau privatif pour 2 personnes Sidi Maarouf,True,False,flag,total range OK but implied 47 MAD/m² is unrealistic,2400.0,46.875
azemmour,Toute la ville,Appartement,23/04/2026,500000,102.0,à vendre,Appartement à vendre 102 m² à Azemmour,False,True,total,fits total range with realistic per-m² ratio,500000.0,4901.9607843137255
tanger,Ahlane,Appartement,07/05/2026,4300,48.7,à louer,Appartements neufs à louer vides,True,False,total,fits total range with realistic per-m² ratio,4300.0,88.29568788501027
agadir,Abattoirs,Terrain,18/03/2026,2800000,134.5,à vendre,Terrain agricole titré à 25min d Agadir,True,True,total,fits total range with realistic per-m² ratio,2800000.0,20817.843866171002
casablanca,Ain Sebaa,Appartement,15/04/2026,4300,49.9,à louer,Hauts Standing Couple 3Filles Célibataires,True,False,total,fits total range with realistic per-m² ratio,4300.0,86.17234468937876
marrakech,Bab Atlas,Terrain,11/04/2026,600000,958.0,à vendre,Terrain à vendre près de Marrakech 12 958 m²,False,True,flag,total range OK but implied 626 MAD/m² is unrealistic,600000.0,626.3048016701462
casablanca,Aïn Chock,Terrain,25/04/2026,3500000,136.5,à vendre,Terrain 162m R 3,True,True,total,fits total range with realistic per-m² ratio,3500000.0,25641.02564102564
casablanca,Centre Ville,Local,24/03/2026,520000,59.1,à vendre,Vente fonds de commerce emplacement stratégique,True,False,total,fits total range with realistic per-m² ratio,520000.0,8798.64636209814
salé,Medina,Local,01/04/2026,8000,48.6,à louer,Cafés à vendre Sarout et à gérer à Salé,True,True,total,fits total range with realistic per-m² ratio,8000.0,164.60905349794237
casablanca,Oulfa,Appartement,21/03/2026,2400,54.0,à louer,Appartement à louer 54 m² à Casablanca,False,False,flag,total range OK but implied 44 MAD/m² is unrealistic,2400.0,44.44444444444444
casablanca,Errahma,Appartement,07/04/2026,900000,90.0,à vendre,Appartement à louer 90 m² à Casablanca,False,True,total,fits total range with realistic per-m² ratio,900000.0,10000.0
sidi kacem,Toute la ville,Maison,21/04/2026,520000,60.7,à vendre,Quartier Afka Sidi Kacem,True,False,total,fits total range with realistic per-m² ratio,520000.0,8566.7215815486
default,Meknès,Villa,07/04/2026,460000,61.4,à vendre,Terrain à vendre,True,False,total,fits total range with realistic per-m² ratio,460000.0,7491.85667752443
oujda,Hay El Qods,Appartement,05/04/2026,400,49.8,à louer,Rue Nakhl Al Qods Oujda,True,True,flag,prix below floor and doesn't fit per_m2,400.0,8.032128514056225
casablanca,Val Fleuri,Appartement,16/04/2026,10500,51.5,à louer,Location duplex meublé 3 chambres Val Fleuri,True,True,total,fits total range with realistic per-m² ratio,10500.0,203.88349514563106
casablanca,Oulfa,Appartement,07/05/2026,5500,49.2,à louer,Studio à louer proche Hôpital Cheikh Khalifa,True,True,total,fits total range with realistic per-m² ratio,5500.0,111.78861788617886
nouaceur,Toute la ville,Appartement,23/04/2026,8000,50.3,à louer,À louer un joli et grand appartement,True,True,total,fits total range with realistic per-m² ratio,8000.0,159.04572564612326
marrakech,Guéliz,Appartement,07/05/2026,1200000,52.0,à vendre,Appartement à vendre 52 m² à Marrakech,False,True,total,fits total range with realistic per-m² ratio,1200000.0,23076.923076923078
casablanca,Maarif,Appartement,25/03/2026,1150000,89.6,à vendre,Appart 72m Haut Standing A Maarif Ex,True,False,total,fits total range with realistic per-m² ratio,1150000.0,12834.82142857143
kénitra,Maamora,Appartement,31/03/2026,850000,110.0,à vendre,Appartement à vendre 110 m² à Kénitra,False,True,total,fits total range with realistic per-m² ratio,850000.0,7727.272727272727
casablanca,Roches Noires,Appartement,08/04/2026,8500,50.3,à louer,181871 Appt à louer à 8500DH à Belvedere Roches Noires,True,True,total,fits total range with realistic per-m² ratio,8500.0,168.98608349900599
sidi rahal,Toute la ville,Appartement,11/04/2026,480000,61.4,à vendre,Appartement à vendre,True,False,total,fits total range with realistic per-m² ratio,480000.0,7817.589576547231
marrakech,Route d'Ourika,Appartement,17/04/2026,3000,50.2,à louer,Appartement à louer pour le long terme,True,True,total,fits total range with realistic per-m² ratio,3000.0,59.7609561752988
oujda,Bd Hassan II,Local,18/04/2026,1000000,82.7,à vendre,Local commercial à vendre,True,True,total,fits total range with realistic per-m² ratio,1000000.0,12091.898428053204
zenata,Toute la ville,Appartement,16/03/2026,6500,72.0,à louer,Appartement à louer 72 m² à Zenata,False,True,total,fits total range with realistic per-m² ratio,6500.0,90.27777777777777
zenata,Toute la ville,Appartement,16/04/2026,8500,50.3,à louer,Appartement traversant vue sur le parc et vue mer,True,True,total,fits total range with realistic per-m² ratio,8500.0,168.98608349900599
rabat,Hay Riad,Appartement,21/03/2026,17000,210.0,à louer,Appart 3 ch vide à louer neuf 210 m² à Riad,False,False,total,fits total range with realistic per-m² ratio,17000.0,80.95238095238095
casablanca,Oasis,Appartement,09/04/2026,1700000,126.0,à vendre,Appartement neuf à vendre à oasis,True,True,total,fits total range with realistic per-m² ratio,1700000.0,13492.063492063493
tétouan,Autre secteur,Local,25/03/2026,250000,50.5,à vendre,Local commercial à vendre à Tétouan,True,True,total,fits total range with realistic per-m² ratio,250000.0,4950.495049504951
casablanca,Centre Ville,Bureau,14/03/2026,7000,48.4,à louer,A louer bureau de 50m2 au centre ville,True,True,total,fits total range with realistic per-m² ratio,7000.0,144.62809917355372
ouislane,Toute la ville,Appartement,07/05/2026,260000,65.0,à vendre,A vendre Appartement 65 m² à Ouislane Meknes,False,False,total,fits total range with realistic per-m² ratio,260000.0,4000.0
marrakech,Route d'Amezmiz,Terrain,30/03/2026,2500000,132.4,à vendre,Terrain titre route d Amizmiz,True,True,total,fits total range with realistic per-m² ratio,2500000.0,18882.175226586103
el jadida,Corniche,Appartement,23/04/2026,900000,127.0,à vendre,Appartement à vendre 127 m² à El Jadida face la mer,False,True,total,fits total range with realistic per-m² ratio,900000.0,7086.614173228347
moulay abdallah,Toute la ville,Terrain,13/04/2026,4000,50.3,à vendre,Terrain titré et enregistré à l entrée de Sidi Bouzid près de la mer,True,True,per_m2,"prix below total floor, valid as per_m2",201200.0,4000.0
casablanca,Oulfa,Appartement,06/05/2026,1260000,65.0,à vendre,Studio à vendre 65 m² Proche CFC Cheikh Khalifa,False,False,total,fits total range with realistic per-m² ratio,1260000.0,19384.615384615383
marrakech,Azzouzia,Local,07/04/2026,6000,50.2,à louer,Magasin en location à Azzouizia,True,True,total,fits total range with realistic per-m² ratio,6000.0,119.5219123505976
casablanca,Mers Sultan,Bureau,29/03/2026,6500,50.5,à louer,Plateau aménagé près de Zerktouni 100m2,True,True,total,fits total range with realistic per-m² ratio,6500.0,128.7128712871287
casablanca,Oasis,Bureau,18/03/2026,4890,50.5,à louer,Bureau pour 3 à Casablanca CIL Harmony Business,True,False,total,fits total range with realistic per-m² ratio,4890.0,96.83168316831683
temara,Wifak,Appartement,18/04/2026,5000,50.3,à louer,Appartement à louer à Wifac,True,True,total,fits total range with realistic per-m² ratio,5000.0,99.40357852882704
essaouira,Lahrarta,Terrain,18/03/2026,900000,81.9,à vendre,À vendre Terrain avec maison proche de Essaouira,True,True,total,fits total range with realistic per-m² ratio,900000.0,10989.010989010989
casablanca,Hay Hassani,Appartement,04/04/2026,3500,100.0,à louer,Appartement à louer 100 m² à Casablanca,False,True,flag,total range OK but implied 35 MAD/m² is unrealistic,3500.0,35.0
casablanca,Gauthier,Appartement,11/04/2026,15000,236.0,à louer,Appartement terrasse 236 m² à Gauthier,False,True,total,fits total range with realistic per-m² ratio,15000.0,63.559322033898304
rabat,Hassan,Appartement,11/04/2026,7200,49.4,à louer,Bel appartement au centre ville,True,False,total,fits total range with realistic per-m² ratio,7200.0,145.74898785425103
laattaouia,Toute la ville,Terrain,28/03/2026,650000,66.6,à vendre,1 hectare 5703m région Marrakech 90min,True,True,total,fits total range with realistic per-m² ratio,650000.0,9759.759759759761
agadir,Autre secteur,Maison,03/04/2026,520000,60.7,à vendre,Maison vue mer titrée en vente à Massa,True,False,total,fits total range with realistic per-m² ratio,520000.0,8566.7215815486
marrakech,Hay Al Massar,Appartement,26/03/2026,750000,82.0,à vendre,Appartement à vendre 82 m² à Marrakech,False,True,total,fits total range with realistic per-m² ratio,750000.0,9146.341463414634
bouskoura,Bouskoura centre,Appartement,03/04/2026,670000,75.0,à vendre,Appartement à vendre 75 m² à Bouskoura,False,False,total,fits total range with realistic per-m² ratio,670000.0,8933.333333333334
marrakech,M'Hamid,Local,08/04/2026,910000,50.0,à vendre,180803 Vente Local à Marrakech M Hamid de 50 m²,False,False,total,fits total range with realistic per-m² ratio,910000.0,18200.0
rabat,Souissi,Terrain,07/05/2026,6000,49.8,à vendre,Terrain À Vendre À Souissi,True,True,per_m2,"prix below total floor, valid as per_m2",298800.0,6000.0
casablanca,Maarif,Bureau,27/04/2026,31200,50.3,à louer,Plateau bureau pour location à Maarif,True,False,flag,total range OK but implied 620 MAD/m² is unrealistic,31200.0,620.2783300198807
fès,Autre secteur,Appartement,16/04/2026,3000,50.2,à louer,Appartement à louer à Fès,True,True,total,fits total range with realistic per-m² ratio,3000.0,59.7609561752988
benslimane,Autre secteur,Appartement,30/03/2026,730000,77.9,à vendre,Appartement à vendre rénové à Hay Lirouch Benslimane,True,False,total,fits total range with realistic per-m² ratio,730000.0,9370.988446726571
béni mellal,Toute la ville,Terrain,21/03/2026,200000,50.5,à vendre,Terrains à vendre Fkih Ben Salah,True,False,total,fits total range with realistic per-m² ratio,200000.0,3960.3960396039606
meknès,Bourj Moulay Omar,Appartement,21/03/2026,280000,50.5,à vendre,appartement à vendre,True,False,total,fits total range with realistic per-m² ratio,280000.0,5544.554455445545
casablanca,Almaz,Appartement,20/04/2026,11000,49.9,à vendre,appartement à vendre,True,True,per_m2,"prix below total floor, valid as per_m2",548900.0,11000.0
agadir,Agadir Oufella,Appartement,01/04/2026,13000,50.3,à vendre,Hay Mohammadi Agadir,True,True,per_m2,"prix below total floor, valid as per_m2",653900.0,13000.0
agadir,Tamraght,Appartement,04/04/2026,5000,100.0,à louer,Appartement à louer 100 m² à Agadir,False,True,total,fits total range with realistic per-m² ratio,5000.0,50.0
tanger,Centre ville,Terrain,21/04/2026,12000000,400.0,à vendre,Terrain de 400m² à vendre centre ville,False,False,flag,"prix 12,000,000 fits neither total nor per_m2 for tanger",12000000.0,30000.0
béni mellal,Toute la ville,Appartement,09/04/2026,200,50.3,à louer,Excellent appartement meublé et équipé à louer et à la location journalière,True,True,per_m2,"prix below total floor, valid as per_m2",10060.0,200.0
el jadida,Autre secteur,Terrain,14/04/2026,950000,84.2,à vendre,Terrain zone industrielle fahs,True,True,total,fits total range with realistic per-m² ratio,950000.0,11282.660332541567
martil,Toute la ville,Appartement,21/03/2026,300,50.5,à louer,Appartement équipé à louer quotidiennement à Martil,True,True,per_m2,"prix below total floor, valid as per_m2",15150.0,300.0
marrakech,Route d'Ourika,Terrain,30/03/2026,4400000,135.4,à vendre,Terrain Titré 1H 25 km Route de l Ourika,True,False,total,fits total range with realistic per-m² ratio,4400000.0,32496.307237813882
tanger,Centre ville,Appartement,06/05/2026,1580000,116.6,à vendre,Bonne affaire dans le quartier administratif,True,False,total,fits total range with realistic per-m² ratio,1580000.0,13550.600343053175
casablanca,Sidi Bernoussi,Maison,07/05/2026,3500000,134.3,à vendre,Maison avec magasin à vendre à Qods Sidi Bernoussi,True,True,total,fits total range with realistic per-m² ratio,3500000.0,26061.057334326135
marrakech,Route d'Ourika,Villa,16/04/2026,1400000,108.9,à vendre,Villa avec grand potentiel à finir selon votre goût,True,True,total,fits total range with realistic per-m² ratio,1400000.0,12855.831037649219
sidi rahal,Toute la ville,Terrain,07/05/2026,1000000,83.9,à vendre,Hectare 10000 m2 titré Sidi Rahal,True,True,total,fits total range with realistic per-m² ratio,1000000.0,11918.951132300357
benslimane,Autre secteur,Terrain,06/05/2026,620000,112.0,à vendre,Opportunité en or Terrain d angle 112m² à prix raisonnable,False,False,total,fits total range with realistic per-m² ratio,620000.0,5535.714285714285
casablanca,Roches Noires,Bureau,27/04/2026,6000,50.3,à louer,Plateaux bureaux 6000dhs r noire,True,True,total,fits total range with realistic per-m² ratio,6000.0,119.28429423459245
béni mellal,Toute la ville,Appartement,23/04/2026,3000,124.0,à louer,Appartement à louer 124 m² à Béni Mellal,False,True,total,fits total range with realistic per-m² ratio,3000.0,24.193548387096776
tanger,Iberie,Appartement,07/04/2026,15000,120.0,à louer,Appartement à louer 120 m² à Tanger,False,True,total,fits total range with realistic per-m² ratio,15000.0,125.0
casablanca,Californie,Appartement,24/04/2026,5000,47.8,à louer,Studio Haut de Gamme 46m2 à Californie Bd Taddart,True,True,total,fits total range with realistic per-m² ratio,5000.0,104.60251046025105
mohammedia,Autre secteur,Appartement,06/04/2026,2200,50.1,location de vacances,Colocation d une garçonnière meublée à louer,True,True,flag,prix below floor and doesn't fit per_m2,2200.0,43.91217564870259
tamesna,Toute la ville,Appartement,25/04/2026,3000000,132.4,à vendre,Appartement à vendre à Tamensna Mansour 2 rénové,True,True,total,fits total range with realistic per-m² ratio,3000000.0,22658.610271903322
casablanca,Route d'El Jadida,Appartement,21/04/2026,7500,50.3,à louer,STUDIO OASIS FERME BRETOGNE,True,True,total,fits total range with realistic per-m² ratio,7500.0,149.10536779324056
fès,Route Ain Chkaf,Appartement,11/04/2026,4200,50.2,à louer,Je mets des appartements à louer Fès Maroc,True,False,total,fits total range with realistic per-m² ratio,4200.0,83.66533864541832
marrakech,Autre secteur,Terrain,25/04/2026,500000,60.3,à vendre,Terrain clôturé à vendre 800 m2,True,True,total,fits total range with realistic per-m² ratio,500000.0,8291.873963515754
kénitra,La Ville Haute,Appartement,14/03/2026,4000,50.2,à louer,Appartement à louer la ville haute,True,True,total,fits total range with realistic per-m² ratio,4000.0,79.6812749003984
tétouan,Autre secteur,Terrain,05/04/2026,5000000,2189.0,à vendre,Terrain à vendre 2189 m² à Tétouan,False,True,flag,"total range OK but implied 2,284 MAD/m² is unrealistic",5000000.0,2284.1480127912287
mohammedia,Centre Ville,Bureau,15/04/2026,4290,48.2,à louer,Bureau privé pour 2 pers à Fdala Business Center,True,False,total,fits total range with realistic per-m² ratio,4290.0,89.00414937759335
tanger,Autre secteur,Terrain,15/04/2026,6200,48.7,à vendre,Terrain à vendre lotissement Achourk,True,True,per_m2,"prix below total floor, valid as per_m2",301940.0,6200.0
casablanca,Quartier des Hôpitaux,Appartement,06/05/2026,7000,50.0,à louer,Appartement à louer 50 m² à Casablanca,False,True,total,fits total range with realistic per-m² ratio,7000.0,140.0
el jadida,Autre secteur,Appartement,25/03/2026,7000,134.0,à louer,Appartement à louer 134 m² à Californie,False,True,total,fits total range with realistic per-m² ratio,7000.0,52.23880597014925
nador,Hay Al Matar,Appartement,20/03/2026,9000,50.5,à louer,Appartement Meublé Haut Standing à Louer,True,True,total,fits total range with realistic per-m² ratio,9000.0,178.21782178217822
bir jdid,Toute la ville,Terrain,01/04/2026,350000,55.4,à vendre,Terrain à BIR JDID,True,True,total,fits total range with realistic per-m² ratio,350000.0,6317.6895306859205
tétouan,Kouilma,Appartement,28/03/2026,2500,50.5,à louer,Appartement à louer,True,True,total,fits total range with realistic per-m² ratio,2500.0,49.504950495049506
