iter	RMSE
2901	0.01030100929
2902	0.01030099721
2903	0.01022396515
2904	0.01022382023
2905	0.01022375238
2906	0.01022342969
2907	0.01015878102
2908	0.01015856698
2909	0.01009467643
2910	0.01009464279
2911	0.01009433882
2912	0.01009425016
2913	0.01009403456
2914	0.01006766394
2915	0.01006749414
2916	0.01006716922
2917	0.01006716526
2918	0.0100670101
2919	0.01006691708
2920	0.01006690697
2921	0.01006687065
2922	0.01006658066
2923	0.01006650398
2924	0.01006612394
2925	0.01006607133
2926	0.01006601796
2927	0.01006600118
2928	0.01006565446
2929	0.01006564871
2930	0.0100656446
2931	0.01006541354
2932	0.01006540913
2933	0.01006506102
2934	0.01006504283
2935	0.0100650107
2936	0.01006496391
2937	0.0100647913
2938	0.01006473482
2939	0.01006472066
2940	0.0100645161
2941	0.01006429125
2942	0.01006428924
2943	0.01006417898
2944	0.01000088841
2945	0.01000050551
2946	0.01000035072
2947	0.01000034893
2948	0.01000028402
2949	0.01000026972
2950	0.01000024891
2951	0.01000016642
2952	0.00993762133
2953	0.009937609784
2954	0.009937334071
2955	0.009937275702
2956	0.009937214544
2957	0.009937027575
2958	0.00993675928
2959	0.009936711578
2960	0.009936417804
2961	0.009936335935
2962	0.009936270109
2963	0.009936253573
2964	0.009935913019
2965	0.009935898413
2966	0.009935555551
2967	0.009935541005
2968	0.00987352235
2969	0.009873243296
2970	0.009873241098
2971	0.009873126852
2972	0.009873078197
2973	0.009873044997
2974	0.009872824536
2975	0.009872475642
2976	0.009872458747
2977	0.009872422051
2978	0.009822511189
2979	0.009822380047
2980	0.009822376862
2981	0.00982235612
2982	0.009822322066
2983	0.009821885427
2984	0.009821702728
2985	0.009821368138
2986	0.009821365095
2987	0.009821275352
2988	0.009821265392
2989	0.009821205658
2990	0.009820775318
2991	0.009820537983
2992	0.009820506495
2993	0.009820410503
2994	0.009820328572
2995	0.009820326398
2996	0.009820323196
2997	0.009820320588
2998	0.009820066806
2999	0.009820010016
